label,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98
4,0.0,0.0,0.0,0.025517404079437256,-0.06732723116874695,0.08952629566192627,0.040411531925201416,-0.06404739618301392,0.09053874015808105,0.05573773384094238,-0.05957651138305664,0.09140825271606445,-0.02445399761199951,-0.07792887091636658,0.052347779273986816,-0.04672211408615112,-0.08339172601699829,0.05189073085784912,-0.06845039129257202,-0.08760896325111389,0.051964521408081055,0.06705594062805176,-0.02765771746635437,0.6248477101325989,-0.11536973714828491,-0.07276445627212524,0.4613015055656433,0.018363356590270996,0.06647080183029175,0.2058243751525879,-0.05004686117172241,0.051431119441986084,0.15740430355072021,0.15474265813827515,0.2968357801437378,0.8735196590423584,-0.3265867233276367,0.275556743144989,0.753298282623291,0.31828808784484863,0.5742020010948181,0.33900290727615356,-0.37806934118270874,0.7357252240180969,0.5929842591285706,0.19209080934524536,0.26386457681655884,-0.689892053604126,-0.37963008880615234,1.2086822986602783,0.05218613147735596,0.1478983759880066,0.16934138536453247,-0.9358679056167603,-0.40573665499687195,1.3554651737213135,-0.09251952171325684,0.1158304214477539,0.1477019190788269,-0.8445714712142944,-0.3464187979698181,1.3624930381774902,-0.1824791431427002,0.11474186182022095,0.1776435375213623,-0.6994726657867432,-0.3277149796485901,1.3089044094085693,-0.011470556259155273,0.10714519023895264,1.1338953971862793,1.3057777881622314,-0.21610036492347717,1.1624953746795654,1.1390827894210815,0.12368589639663696,1.865295171737671,1.2369531393051147,-0.18901702761650085,1.876452922821045,0.9922976493835449,0.1474323272705078,2.442471504211426,2.119033098220825,-0.15982595086097717,2.493901491165161,1.5413446426391602,0.14666014909744263,2.5356783866882324,2.208979606628418,-0.1659277081489563,2.590080738067627,1.587253451347351,0.14593499898910522,2.6257855892181396,1.8239163160324097,-0.08609658479690552,2.686305284500122,1.1367934942245483
4,0.0,0.0,0.0,0.023481011390686035,-0.06854948401451111,0.08848273754119873,0.03842109441757202,-0.06570398807525635,0.08940756320953369,0.053217291831970215,-0.06180211901664734,0.09022188186645508,-0.025463759899139404,-0.07648271322250366,0.05774116516113281,-0.04680824279785156,-0.08011117577552795,0.05735814571380615,-0.06959682703018188,-0.08305084705352783,0.057398200035095215,0.06380200386047363,-0.029788732528686523,0.625835657119751,-0.11855277419090271,-0.06844037771224976,0.48897600173950195,0.01730215549468994,0.06203866004943848,0.20650243759155273,-0.04853415489196777,0.05068081617355347,0.1654747724533081,0.158378005027771,0.3042687773704529,0.8605053424835205,-0.3251786530017853,0.28251534700393677,0.8136011362075806,0.31797540187835693,0.586140513420105,0.28856807947158813,-0.40637993812561035,0.813407301902771,0.6673528552055359,0.16264653205871582,0.25478243827819824,-0.7635785341262817,-0.38476064801216125,1.2041208744049072,0.11366355419158936,0.1184648871421814,0.158879816532135,-1.0206459760665894,-0.4101484417915344,1.352396011352539,-0.024008631706237793,0.08836591243743896,0.13389074802398682,-0.9171613454818726,-0.35184574127197266,1.3634883165359497,-0.12002217769622803,0.08655452728271484,0.16745424270629883,-0.7685551643371582,-0.3340951204299927,1.3073351383209229,0.04840350151062012,0.10897207260131836,1.1527934074401855,1.2756954431533813,-0.21520081162452698,1.1804958581924438,1.1682097911834717,0.12285900115966797,1.8855782747268677,1.1281794309616089,-0.19371038675308228,1.9111040830612183,1.0605103969573975,0.14708340167999268,2.4927163124084473,1.9587125778198242,-0.16084662079811096,2.525773048400879,1.656590223312378,0.1461639404296875,2.591080665588379,2.0412588119506836,-0.16387483477592468,2.623504638671875,1.7045974731445312,0.1363375186920166,2.6772289276123047,1.616603136062622,-0.09759530425071716,2.717979907989502,1.2428016662597656
4,0.0,0.0,0.0,0.0223199725151062,-0.06374984979629517,0.08759093284606934,0.036259472370147705,-0.05946463346481323,0.08856356143951416,0.05011892318725586,-0.05454263091087341,0.08930134773254395,-0.026453077793121338,-0.07888838648796082,0.0520859956741333,-0.04836195707321167,-0.08502936363220215,0.051641225814819336,-0.07098644971847534,-0.09073978662490845,0.05173230171203613,0.058931589126586914,-0.029242783784866333,0.6311729550361633,-0.11871683597564697,-0.07945320010185242,0.47034192085266113,0.014427483081817627,0.06129676103591919,0.21054136753082275,-0.05129444599151611,0.04826200008392334,0.16293120384216309,0.15026742219924927,0.2941865921020508,0.8735119700431824,-0.33419179916381836,0.2788315415382385,0.7996259927749634,0.3079010844230652,0.5827817320823669,0.30130457878112793,-0.4213966131210327,0.8053305745124817,0.6722150444984436,0.1603984832763672,0.24116158485412598,-0.7544554471969604,-0.41444194316864014,1.2095348834991455,0.17241919040679932,0.12088924646377563,0.14328044652938843,-1.0140305757522583,-0.4448879063129425,1.358901023864746,0.040430545806884766,0.09748685359954834,0.12433993816375732,-0.9096177816390991,-0.3872426152229309,1.3749794960021973,-0.06403326988220215,0.08716285228729248,0.15933144092559814,-0.7601383924484253,-0.3664173185825348,1.3201026916503906,0.1043628454208374,0.10473591089248657,1.155137062072754,1.3409383296966553,-0.2227838933467865,1.1858463287353516,1.2109355926513672,0.11722934246063232,1.8994555473327637,1.2530090808868408,-0.20196565985679626,1.911564826965332,1.0438205003738403,0.14444947242736816,2.497955560684204,2.127324342727661,-0.16553494334220886,2.5351099967956543,1.6680092811584473,0.14364778995513916,2.593329429626465,2.2155513763427734,-0.16939866542816162,2.632188081741333,1.719847559928894,0.13751685619354248,2.688648223876953,1.7977173328399658,-0.09779995679855347,2.7342262268066406,1.2499769926071167
4,0.0,0.0,0.0,0.026237070560455322,-0.06724262237548828,0.08200395107269287,0.04086536169052124,-0.06236487627029419,0.08265328407287598,0.05588531494140625,-0.0564064085483551,0.08327460289001465,-0.025998353958129883,-0.08145785331726074,0.05619919300079346,-0.049182236194610596,-0.08641040325164795,0.05572378635406494,-0.07093799114227295,-0.09025612473487854,0.055699825286865234,0.06840837001800537,-0.024326592683792114,0.6406406164169312,-0.11482971906661987,-0.07313030958175659,0.5220516920089722,0.019029617309570312,0.06774908304214478,0.21854686737060547,-0.05188870429992676,0.05178499221801758,0.18274283409118652,0.17075896263122559,0.3164278268814087,0.9091892242431641,-0.3350945711135864,0.2963332533836365,0.926068127155304,0.3230336308479309,0.5597594976425171,0.29731154441833496,-0.43569543957710266,0.8007768392562866,0.9787459969520569,0.17046070098876953,0.238775372505188,-0.7982057332992554,-0.465439110994339,1.2232526540756226,0.6406974196434021,0.128617525100708,0.1519278883934021,-1.0650314092636108,-0.5025525093078613,1.3762693405151367,0.5460134148597717,0.10311281681060791,0.12996816635131836,-0.9643913507461548,-0.45244356989860535,1.3948343992233276,0.4155229330062866,0.09777688980102539,0.1630725860595703,-0.8057106733322144,-0.42969149351119995,1.3403501510620117,0.5696203708648682,0.10441642999649048,1.1971814632415771,1.5329289436340332,-0.22703015804290771,1.2177356481552124,1.4581351280212402,0.10081464052200317,1.9402014017105103,1.455856442451477,-0.2196333110332489,1.9393645524978638,1.3083776235580444,0.11141061782836914,2.555572032928467,2.4066293239593506,-0.1937313675880432,2.5639591217041016,2.0329952239990234,0.108970046043396,2.655256748199463,2.5022401809692383,-0.19738325476646423,2.6629414558410645,2.094043254852295,0.09419238567352295,2.7474117279052734,2.055467128753662,-0.13572126626968384,2.7654976844787598,1.59488844871521
4,0.0,0.0,0.0,0.02485138177871704,-0.06007862091064453,0.07154369354248047,0.03955245018005371,-0.055797725915908813,0.07223474979400635,0.054442405700683594,-0.05119773745536804,0.07297658920288086,-0.027572154998779297,-0.07498729228973389,0.05681157112121582,-0.049386799335479736,-0.08049061894416809,0.05632376670837402,-0.06912553310394287,-0.085103839635849,0.05633139610290527,0.06828039884567261,-0.026363223791122437,0.5800387263298035,-0.11082372069358826,-0.0695839524269104,0.5126569271087646,0.020647287368774414,0.06558138132095337,0.1999073028564453,-0.047830045223236084,0.05170720815658569,0.17911720275878906,0.1689060926437378,0.2992513179779053,0.7938839793205261,-0.31704482436180115,0.274966299533844,0.8950755000114441,0.32258713245391846,0.5472608208656311,0.12786364555358887,-0.46024543046951294,0.6306498646736145,0.8203829526901245,0.16763538122177124,0.23533028364181519,-0.9394235610961914,-0.4971778094768524,1.1050324440002441,0.3677802085876465,0.12265503406524658,0.15268868207931519,-1.2080466747283936,-0.5408751964569092,1.2434272766113281,0.2553924322128296,0.09845727682113647,0.12760847806930542,-1.0999703407287598,-0.4893600344657898,1.2629585266113281,0.13803386688232422,0.09238779544830322,0.16448962688446045,-0.9442648887634277,-0.46400314569473267,1.2165324687957764,0.29431068897247314,0.10571473836898804,1.166283130645752,1.4687155485153198,-0.21690267324447632,1.1847600936889648,1.4291698932647705,0.09966355562210083,1.8811538219451904,1.4039018154144287,-0.2107088267803192,1.8873348236083984,1.2719086408615112,0.10940361022949219,2.4880454540252686,2.2367002964019775,-0.1849457323551178,2.5023930072784424,1.925176739692688,0.10903722047805786,2.5858585834503174,2.3194305896759033,-0.1873593032360077,2.599498987197876,1.9810712337493896,0.08598804473876953,2.6759419441223145,1.8676300048828125,-0.1353517472743988,2.6981942653656006,1.5034631490707397
4,0.0,0.0,0.0,0.027175307273864746,-0.06229308247566223,0.07558953762054443,0.042668700218200684,-0.05658337473869324,0.07642507553100586,0.05842393636703491,-0.04978299140930176,0.07707369327545166,-0.02415776252746582,-0.07699349522590637,0.05500531196594238,-0.04561680555343628,-0.08230429887771606,0.054462432861328125,-0.06661838293075562,-0.08611711859703064,0.05446815490722656,0.07307368516921997,-0.013211429119110107,0.5880368947982788,-0.11092427372932434,-0.06881940364837646,0.4902927279472351,0.01816725730895996,0.06404882669448853,0.1997746229171753,-0.04917389154434204,0.051304519176483154,0.17013895511627197,0.15852731466293335,0.3068220615386963,0.8273054957389832,-0.32740116119384766,0.2827187776565552,0.8522488474845886,0.3183547854423523,0.5957357883453369,0.28775548934936523,-0.46069756150245667,0.6235496997833252,0.693898618221283,0.17586833238601685,0.2247350811958313,-0.6736518144607544,-0.43757885694503784,0.9562587738037109,0.16275787353515625,0.14213049411773682,0.1503291130065918,-0.9243162870407104,-0.4537358283996582,1.0628412961959839,0.026866793632507324,0.10199815034866333,0.1336503028869629,-0.8175650835037231,-0.4002600312232971,1.063089370727539,-0.04933571815490723,0.10421448945999146,0.16657739877700806,-0.6752856969833374,-0.3858688473701477,1.030571699142456,0.10399949550628662,0.05526697635650635,1.1231862306594849,1.463606595993042,-0.219818115234375,1.1592860221862793,1.3730815649032593,0.1081802248954773,1.8513349294662476,1.470126986503601,-0.1988283097743988,1.846742033958435,1.2487164735794067,0.10830634832382202,2.4204206466674805,2.317004442214966,-0.17971408367156982,2.440843105316162,1.891311764717102,0.10677552223205566,2.5089244842529297,2.39854097366333,-0.1804395318031311,2.533626079559326,1.9454513788223267,0.08625811338424683,2.5982866287231445,1.9919309616088867,-0.13470306992530823,2.6173696517944336,1.4892511367797852
4,0.0,0.0,0.0,0.02894216775894165,-0.061933308839797974,0.07628273963928223,0.04458218812942505,-0.05654701590538025,0.07672762870788574,0.06083732843399048,-0.050615787506103516,0.07757198810577393,-0.02313375473022461,-0.07811930775642395,0.05873978137969971,-0.04406774044036865,-0.0840710997581482,0.05810809135437012,-0.06467300653457642,-0.0890674889087677,0.05800163745880127,0.07715493440628052,-0.016475915908813477,0.5804518461227417,-0.10587704181671143,-0.07226899266242981,0.49532580375671387,0.019695281982421875,0.06422555446624756,0.19434094429016113,-0.04866820573806763,0.048448383808135986,0.16779720783233643,0.167341947555542,0.31246519088745117,0.7924047708511353,-0.32202598452568054,0.28247207403182983,0.8379201889038086,0.3252466917037964,0.5894579291343689,0.1377878189086914,-0.46878623962402344,0.6224549412727356,0.4063081741333008,0.1774207353591919,0.21809613704681396,-0.9060837030410767,-0.4002801179885864,0.7759866118431091,-0.41836249828338623,0.12787723541259766,0.13746613264083862,-1.167864203453064,-0.3914124071598053,0.8395738005638123,-0.6132055521011353,0.10073196887969971,0.1162368655204773,-1.0486942529678345,-0.34783732891082764,0.7921366095542908,-0.6235138177871704,0.10451763868331909,0.15209555625915527,-0.9054492712020874,-0.33990323543548584,0.7827873826026917,-0.4597686529159546,0.10872966051101685,1.1657209396362305,1.4773579835891724,-0.21956467628479004,1.169224500656128,1.4081425666809082,0.11618870496749878,1.8777899742126465,1.491174578666687,-0.19243261218070984,1.8714392185211182,1.3457403182983398,0.09883838891983032,2.465320110321045,2.4142496585845947,-0.1893734335899353,2.484912157058716,2.0018057823181152,0.10184210538864136,2.5513107776641846,2.5059077739715576,-0.1858142614364624,2.5734992027282715,2.061481237411499,0.05945694446563721,2.6466434001922607,2.0922372341156006,-0.16680824756622314,2.662348985671997,1.6068812608718872
4,0.0,0.0,0.0,0.028586864471435547,-0.06384238600730896,0.0775982141494751,0.04382866621017456,-0.05841052532196045,0.0784158706665039,0.05992591381072998,-0.05193677544593811,0.07953107357025146,-0.023133277893066406,-0.07931020855903625,0.061518192291259766,-0.04382777214050293,-0.08462098240852356,0.0610194206237793,-0.06298720836639404,-0.08857357501983643,0.061051249504089355,0.07797199487686157,-0.013695240020751953,0.5603528618812561,-0.10316139459609985,-0.07107362151145935,0.48816317319869995,0.020176291465759277,0.06637722253799438,0.18211054801940918,-0.04796314239501953,0.04930734634399414,0.15959978103637695,0.17389339208602905,0.31478601694107056,0.7313135862350464,-0.31911471486091614,0.28280210494995117,0.8103911876678467,0.3292686343193054,0.5852823257446289,0.09277057647705078,-0.45687633752822876,0.6302504539489746,0.5277144312858582,0.18470311164855957,0.2050849199295044,-0.8850942850112915,-0.4220309555530548,0.9115906953811646,-0.11344242095947266,0.13416624069213867,0.11653679609298706,-1.1309908628463745,-0.43750834465026855,1.0089830160140991,-0.26143622398376465,0.10526221990585327,0.09519708156585693,-0.9996336698532104,-0.37963682413101196,0.9998539686203003,-0.2984961271286011,0.10069859027862549,0.12876957654953003,-0.8783696889877319,-0.36593782901763916,0.9697815179824829,-0.1620469093322754,0.10506772994995117,1.1706044673919678,1.289388656616211,-0.21650046110153198,1.1715511083602905,1.226758360862732,0.10290324687957764,1.880306363105774,1.1685574054718018,-0.20155605673789978,1.8760849237442017,1.189307451248169,0.1084257960319519,2.488079071044922,1.9643971920013428,-0.18201294541358948,2.47941255569458,1.7492218017578125,0.10969167947769165,2.586479663848877,2.0473556518554688,-0.18267053365707397,2.576000690460205,1.8001081943511963,0.08017599582672119,2.6756410598754883,1.6281853914260864,-0.14011794328689575,2.668644428253174,1.3693897724151611
4,0.0,0.0,0.0,0.030348479747772217,-0.06495094299316406,0.07823944091796875,0.04626113176345825,-0.05983385443687439,0.07893168926239014,0.06272614002227783,-0.053893983364105225,0.07992029190063477,-0.02424710988998413,-0.07993808388710022,0.0645897388458252,-0.04543274641036987,-0.08463254570960999,0.0640413761138916,-0.06448209285736084,-0.08820250630378723,0.06394672393798828,0.08328282833099365,-0.01606649160385132,0.599632740020752,-0.10277161002159119,-0.07054328918457031,0.5416778326034546,0.024267613887786865,0.06899875402450562,0.20294451713562012,-0.0482790470123291,0.05067342519760132,0.1846979856491089,0.1859028935432434,0.32239168882369995,0.8342599272727966,-0.31769508123397827,0.28605639934539795,0.9298693537712097,0.33549416065216064,0.5987908840179443,0.23225879669189453,-0.42831242084503174,0.6927156448364258,0.8055800795555115,0.17996668815612793,0.2038671374320984,-0.7778658866882324,-0.4561637043952942,1.1441187858581543,0.22061192989349365,0.13022631406784058,0.11323553323745728,-1.044281005859375,-0.48981010913848877,1.286369800567627,0.0862877368927002,0.09502339363098145,0.09081006050109863,-0.9277999401092529,-0.43479645252227783,1.2970489263534546,-0.016338229179382324,0.09904885292053223,0.12391942739486694,-0.7766292095184326,-0.4134678542613983,1.246362328529358,0.15125465393066406,0.1140974760055542,1.182827353477478,1.4796720743179321,-0.2144337296485901,1.1856776475906372,1.4313350915908813,0.11086052656173706,1.9107447862625122,1.3712824583053589,-0.20280441641807556,1.891717791557312,1.3429168462753296,0.12126153707504272,2.5355587005615234,2.2944247722625732,-0.17799538373947144,2.519951820373535,1.9706621170043945,0.12404412031173706,2.6355948448181152,2.3868870735168457,-0.17928555607795715,2.6196680068969727,2.0251388549804688,0.08948606252670288,2.7259488105773926,1.9357655048370361,-0.12823298573493958,2.7132925987243652,1.5456937551498413
4,0.0,0.0,0.0,0.030542194843292236,-0.061388760805130005,0.07460987567901611,0.04750967025756836,-0.05527046322822571,0.07523167133331299,0.06375777721405029,-0.048282891511917114,0.07621347904205322,-0.023441314697265625,-0.07667073607444763,0.05947136878967285,-0.0443844199180603,-0.08120018243789673,0.058890581130981445,-0.06472092866897583,-0.08391371369361877,0.05880129337310791,0.08123773336410522,-0.008275210857391357,0.5812475085258484,-0.10348543524742126,-0.06308618187904358,0.5174363255500793,0.020730793476104736,0.07075124979019165,0.19799375534057617,-0.05006754398345947,0.05191749334335327,0.17821824550628662,0.18557822704315186,0.3242371678352356,0.8165926933288574,-0.31711554527282715,0.2824905514717102,0.90123450756073,0.33012115955352783,0.6168931126594543,0.251739501953125,-0.45139017701148987,0.6623842120170593,0.7891128063201904,0.16946619749069214,0.19917207956314087,-0.7011361122131348,-0.4720394015312195,1.1309490203857422,0.24801111221313477,0.12145519256591797,0.10393810272216797,-0.957148551940918,-0.5076683759689331,1.2706828117370605,0.1233983039855957,0.08587878942489624,0.09094065427780151,-0.8416428565979004,-0.4504142999649048,1.285656213760376,0.02240908145904541,0.09045678377151489,0.12263256311416626,-0.698312520980835,-0.42940032482147217,1.2342355251312256,0.18138551712036133,0.10484075546264648,1.1580352783203125,1.5141615867614746,-0.21644943952560425,1.1597316265106201,1.451464056968689,0.10641074180603027,1.8720149993896484,1.4447133541107178,-0.19925907254219055,1.8527164459228516,1.3838688135147095,0.11826539039611816,2.4675891399383545,2.37250018119812,-0.17615380883216858,2.459690809249878,1.9974498748779297,0.12101578712463379,2.564899206161499,2.4659714698791504,-0.1778019368648529,2.5577263832092285,2.051273822784424,0.08887463808059692,2.6537094116210938,2.036520004272461,-0.1247626543045044,2.6481144428253174,1.5827140808105469
