label,person_id,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40
0,99,2.464648485183716,2.5607357025146484,2.6206510066986084,2.687770366668701,2.7321419715881348,2.2863335609436035,2.3216981887817383,2.3030285835266113,2.3863108158111572,2.612534761428833,2.8113040924072266,2.756105661392212,3.247685670852661,3.067894458770752,2.606081247329712,2.5422418117523193,2.9200704097747803,2.4417974948883057,2.786245822906494,2.926631212234497,2.9679622650146484,3.2221193313598633,3.2211601734161377,2.695967435836792,2.710885763168335,2.8868229389190674,2.7190685272216797,3.0248754024505615,3.2460262775421143,3.1913366317749023,3.802778720855713,3.6202502250671387,3.087648391723633,3.022726058959961,3.537891387939453,2.6976330280303955,1.5304025411605835,1.5934832096099854,1.7388840913772583,-0.6676420569419861,-0.8578513860702515
0,99,2.3975977897644043,2.4870715141296387,2.5418622493743896,2.6127753257751465,2.6294875144958496,2.2244811058044434,2.2540841102600098,2.1997244358062744,2.330071449279785,2.5375823974609375,2.729933738708496,2.6748857498168945,3.1794166564941406,2.9715561866760254,2.5415565967559814,2.4727699756622314,2.8382070064544678,2.364746332168579,2.68741774559021,2.8203816413879395,2.856393575668335,3.1120755672454834,3.0800235271453857,2.5997378826141357,2.607414722442627,2.7499582767486572,2.62913179397583,2.931138038635254,3.1445229053497314,3.0892035961151123,3.703068256378174,3.4903435707092285,2.9979186058044434,2.926769256591797,3.4162049293518066,2.6079676151275635,1.4693830013275146,1.5186461210250854,1.6661938428878784,-0.698321521282196,-0.8650239706039429
0,99,2.3704276084899902,2.456646680831909,2.5099871158599854,2.535323143005371,2.5637149810791016,2.190235137939453,2.2208025455474854,2.0760529041290283,2.3037288188934326,2.4816946983337402,2.670229434967041,2.617609977722168,3.0848143100738525,2.8849520683288574,2.478879690170288,2.413799524307251,2.7129907608032227,2.313201427459717,2.6418564319610596,2.7683756351470947,2.8040988445281982,3.000711441040039,2.98073410987854,2.5379984378814697,2.5477688312530518,2.589445114135742,2.5955920219421387,2.8594954013824463,3.066321611404419,3.0140087604522705,3.5775837898254395,3.3737967014312744,2.911705493927002,2.844618320465088,3.2551443576812744,2.5538947582244873,1.4480355978012085,1.497050166130066,1.5222692489624023,-0.6943379640579224,-0.9211812019348145
0,99,2.352454662322998,2.439565896987915,2.4954237937927246,2.558417320251465,2.576477289199829,2.1833138465881348,2.214573621749878,2.140991449356079,2.286020278930664,2.4693353176116943,2.658797264099121,2.607149600982666,3.104163885116577,2.894792079925537,2.47686505317688,2.4119057655334473,2.7618112564086914,2.2979283332824707,2.6460437774658203,2.7755534648895264,2.811842203140259,3.051996946334839,3.019099712371826,2.55810284614563,2.5668938159942627,2.679401159286499,2.5892412662506104,2.866457462310791,3.0758118629455566,3.0234758853912354,3.623486280441284,3.4085373878479004,2.9334115982055664,2.865537643432617,3.331904172897339,2.541661500930786,1.4348764419555664,1.4333863258361816,1.6133718490600586,-0.7291318774223328,-0.875342071056366
0,99,2.4611759185791016,2.566767692565918,2.620288610458374,2.761059522628784,2.7763512134552,2.321150302886963,2.3482472896575928,2.3514599800109863,2.403057098388672,2.604802370071411,2.8068430423736572,2.7527270317077637,3.2947287559509277,3.0908052921295166,2.6298577785491943,2.562727928161621,2.940793991088867,2.3828229904174805,2.8063409328460693,2.951090097427368,2.986497163772583,3.288679361343384,3.259702682495117,2.7436435222625732,2.750486373901367,2.917736768722534,2.7164645195007324,3.0529685020446777,3.273203134536743,3.2193353176116943,3.855771780014038,3.6484947204589844,3.133756160736084,3.0649056434631348,3.547579050064087,2.6489226818084717,1.465895175933838,1.5591602325439453,1.6543748378753662,-0.7613480687141418,-0.8959145545959473
0,99,2.326535701751709,2.415602922439575,2.4697136878967285,2.5630202293395996,2.5578629970550537,2.173297643661499,2.196012020111084,2.138214349746704,2.268986225128174,2.520761251449585,2.7147114276885986,2.6586506366729736,3.208468198776245,2.968402624130249,2.5589659214019775,2.4806463718414307,2.862967014312744,2.294748067855835,2.620234251022339,2.7497007846832275,2.784672260284424,3.049363851547241,2.993508815765381,2.5470097064971924,2.5468506813049316,2.6673755645751953,2.5555598735809326,2.936018705368042,3.147073268890381,3.089858055114746,3.7305009365081787,3.4839346408843994,3.0273141860961914,2.946009635925293,3.4281539916992188,2.5341548919677734,1.4995478391647339,1.5546258687973022,1.6173830032348633,-0.671855092048645,-0.8949785232543945
0,99,2.3569421768188477,2.432518482208252,2.4930644035339355,2.524672269821167,2.540775775909424,2.177560806274414,2.2113611698150635,2.091259002685547,2.2817342281341553,2.5034806728363037,2.6908371448516846,2.638094186782837,3.1572210788726807,2.9234793186187744,2.523906707763672,2.4516313076019287,2.811373472213745,2.3148365020751953,2.621852397918701,2.7395427227020264,2.7810111045837402,2.9972012042999268,2.95831036567688,2.5259451866149902,2.5357978343963623,2.6138577461242676,2.5635929107666016,2.9030370712280273,3.1086032390594482,3.0545308589935303,3.6720569133758545,3.43074369430542,2.9805407524108887,2.9044628143310547,3.3736090660095215,2.5553665161132812,1.522771954536438,1.5647003650665283,1.6279128789901733,-0.6443781852722168,-0.8834584951400757
0,99,2.297696590423584,2.376159429550171,2.433985471725464,2.4746434688568115,2.482664108276367,2.128370523452759,2.159532070159912,2.0470693111419678,2.217308282852173,2.469545602798462,2.6571085453033447,2.6033143997192383,3.106437921524048,2.8730082511901855,2.4879705905914307,2.414625406265259,2.747741222381592,2.2949602603912354,2.5656726360321045,2.685291051864624,2.723989963531494,2.9377241134643555,2.892772912979126,2.4744739532470703,2.482090473175049,2.5514731407165527,2.5046257972717285,2.843731641769409,3.04901385307312,2.994669198989868,3.590639591217041,3.350813627243042,2.9155242443084717,2.8391244411468506,3.277371406555176,2.5275161266326904,1.4916117191314697,1.5224568843841553,1.6360222101211548,-0.6551688313484192,-0.8676376938819885
0,99,2.350383996963501,2.4065439701080322,2.460059881210327,2.424617290496826,2.461491823196411,2.1594595909118652,2.1943018436431885,1.9605498313903809,2.2527472972869873,2.4257583618164062,2.602001428604126,2.5403945446014404,3.0152342319488525,2.8072757720947266,2.4355239868164062,2.3669681549072266,2.6713640689849854,2.2556138038635254,2.5969154834747314,2.697964906692505,2.734549045562744,2.890838861465454,2.878596544265747,2.488886833190918,2.503146171569824,2.485671043395996,2.5491890907287598,2.793616533279419,2.9903857707977295,2.9300057888031006,3.506631374359131,3.2966625690460205,2.861391067504883,2.7915055751800537,3.2129967212677,2.4950361251831055,1.5625537633895874,1.559566617012024,1.6107864379882812,-0.6429266929626465,-0.8597087860107422
0,99,2.5018270015716553,2.6005067825317383,2.6482744216918945,2.8131704330444336,2.8078067302703857,2.3794898986816406,2.4010581970214844,2.4190855026245117,2.4377591609954834,2.756690502166748,2.967233419418335,2.902683734893799,3.5526201725006104,3.3201582431793213,2.845038890838623,2.767076015472412,3.2650818824768066,2.4235854148864746,2.8752448558807373,3.014300584793091,3.0436620712280273,3.3790714740753174,3.329730272293091,2.836264133453369,2.8373007774353027,3.0275638103485107,2.7653861045837402,3.2679269313812256,3.4926085472106934,3.4296553134918213,4.161192417144775,3.9282004833221436,3.406313896179199,3.328251838684082,3.9136760234832764,2.693298101425171,1.6628928184509277,1.6389967203140259,1.6970409154891968,-0.7441648244857788,-0.9195711016654968
